50139.226076 -1.59
50139.226076 -1.28
50139.227188 -0.09
50139.227188 0.56
50139.295706 -2.93
50139.607188 -0.05
50139.607188 -2.38
50139.608298 0.55
50139.608298 -0.89
50139.677743 -0.16
50139.677743 -1.24
50139.678854 0.64
50139.678854 0.27
50139.749039 0.32
50139.749039 -1.38
50139.750150 -0.25
50139.820336 -1.40
50139.820336 -1.93
50139.821447 -1.02
50139.821447 0.89
50139.889410 -1.20
50139.889410 -1.21
50139.890521 -0.16
50139.890521 -1.15
50139.959224 -0.93
50139.959224 0.40
50139.960335 0.43
50139.960335 2.09
50140.025891 0.91
50140.025891 1.18
50140.027002 0.84
50140.027002 0.11
50140.093298 -0.48
50140.093298 0.16
50140.094410 -0.38
50140.607743 -1.67
50140.607743 0.12
50140.608854 0.14
50140.608854 0.17
50140.678484 2.16
50140.678484 0.14
50140.679595 -3.17
50140.679595 -0.68
50140.746261 -0.32
50140.746261 -1.25
50140.747373 1.31
50140.747373 -0.33
50140.832743 -0.36
50140.833854 1.78
50140.833854 -0.07
50140.834965 -0.82
50141.273484 -1.26
50141.273484 -1.17
50141.274595 0.21
50141.274595 -1.05
50141.348299 -2.64
50141.348299 -2.99
50141.536262 0.56
50141.537373 -0.94
50141.537373 1.29
50141.605336 -1.07
50141.605336 1.46
50141.606447 0.76
50141.606447 -0.77
50141.678669 -1.51
50141.679780 -0.44
50141.679780 -0.19
50141.680891 0.34
50141.747558 -2.47
50141.748669 1.54
50141.748669 2.68
50141.749780 1.95
50141.819224 0.87
50141.819224 0.32
50141.820336 -0.95
50141.820336 -3.50
50141.887928 -2.01
50141.889040 1.25
50141.889040 0.91
50141.890150 0.60
50141.955706 1.65
50141.955706 1.42
50141.956817 1.24
50141.956817 -1.59
50142.021262 -2.92
50142.022373 1.08
50142.022373 0.66
50142.023484 0.15
50142.092002 -0.59
50142.093113 0.49
50142.093113 0.58
50142.151632 0.55
50142.151632 1.12
50142.152743 -0.20
50142.211447 1.42
50142.212558 0.69
50142.212558 0.44
50142.213669 -2.04
50142.464965 0.55
50142.464965 -1.04
50142.536262 0.47
50142.537373 -0.88
50142.606817 -0.19
50142.606817 -0.00
50142.607928 0.40
50142.607928 0.95
50142.884224 1.44
50142.885336 1.68
50142.885336 -0.07
50142.886447 -0.02
50142.956262 -0.02
50142.957373 -0.79
50142.957373 0.36
50142.958484 0.87
50143.132373 -1.98
50143.132373 -0.01
50143.203298 -1.36
50143.465706 -0.15
50143.466817 0.67
50143.466817 -1.89
50143.467928 -0.04
50143.535706 0.56
50143.536817 -0.30
50143.689595 0.59
50143.689595 -0.38
50143.690706 -0.65
50143.690706 0.66
50143.762373 -0.30
50143.762373 1.54
50143.763484 0.12
50144.543484 -0.45
50144.544595 0.32
50144.544595 -0.42
50144.545706 0.16
50144.619410 0.90
50144.620521 -1.08
50144.620521 -1.15
50144.689225 -0.55
50144.690335 0.89
50144.690335 -1.11
50144.761632 -0.91
50144.761632 2.27
50144.762743 1.49
50144.819410 1.94
50144.819410 2.83
50144.820521 -0.46
50144.820521 0.06
50144.884410 0.72
50144.885521 1.06
50144.885521 0.23
50144.950891 2.94
50144.952002 0.72
50144.952002 0.46
50145.015521 0.76
50145.015521 1.05
50145.016632 0.80
50145.552373 -0.92
50145.553484 0.71
50145.553484 2.44
50145.554595 0.45
50145.607743 -0.34
50145.607743 2.29
50145.608854 1.20
50145.677187 -0.55
50145.678299 2.47
50145.678299 2.42
50145.679410 2.33
50145.747002 1.82
50145.747002 0.27
50145.748113 1.73
50145.902002 0.03
50145.902002 -0.18
50145.903113 0.93
50146.552002 4.60
50146.553114 2.41
50146.553114 3.79
50146.676817 4.94
50146.677928 3.61
50146.677928 4.33
50146.679039 3.87
50146.744224 5.49
50146.745336 3.62
50146.745336 4.58
50146.746447 4.59
50146.880706 6.72
50147.088298 5.23
50147.089410 4.29
50147.536262 4.51
50147.537373 4.53
50147.677928 2.25
50147.679039 0.56
50147.746632 0.48
50147.747743 -0.01
50147.813298 -0.67
50147.814410 1.09
50148.082558 6.45
50148.083669 7.05
50149.476817 0.04
50149.477928 0.43
50149.550706 -1.09
50149.551817 -0.13
50149.675335 6.39
50149.676447 1.26
50149.744224 7.28
50149.745336 6.35
50149.948669 8.14
50150.534965 6.66
50150.766262 6.81
50150.834595 1.75
50150.835706 1.87
50151.244780 -1.89
50151.553484 8.01
50151.554595 6.50
50151.625150 7.49
50151.626262 5.35
50151.694595 5.13
50151.695706 6.53
50151.834039 5.69
50152.245521 7.86
50152.246632 4.38
50152.561261 1.10
50152.562373 1.05
50152.628484 -3.75
50152.629595 0.27
50152.740521 5.31
50152.741632 3.23
50152.835151 -0.76
50152.905706 1.00
50153.175335 6.07
50153.176447 4.40
50153.247928 5.43
50153.604780 4.54
50153.605891 4.88
50153.848484 2.83
50153.912002 2.91
50153.913113 4.78
50154.176076 2.09
50154.177187 4.76
50154.247558 4.80
50154.248669 2.78
50154.315706 1.32
50154.634595 -2.04
50154.702373 -1.26
50154.703484 -0.25
50154.846447 4.35
50154.847558 2.01
50155.107002 3.21
50156.106632 0.53
50156.107743 1.98
50156.177373 0.81
50156.178484 1.31
50156.250150 1.43
50156.251262 -3.42
50156.516447 0.68
50156.517558 1.91
50156.680151 1.44
50156.681261 -0.58
50157.308484 0.53
50157.379410 -0.69
50157.380521 -0.06
50158.812373 -0.15
50158.813484 0.32
50158.883484 3.14
50159.183669 0.61
50159.184780 2.13
50159.244780 1.55
50159.245891 0.78
50159.311077 1.95
50159.312187 -0.68
50159.653113 -2.33
50159.654225 0.52
50159.908669 1.42
50160.309410 1.00
50160.310521 -1.04
50160.452373 0.10
50160.520151 -1.18
50160.586817 -0.79
50160.647002 -2.46
50160.648113 1.12
50160.748854 1.43
50161.379595 1.90
50161.380706 -0.16
50161.452928 0.02
50161.454040 -0.36
50161.516447 0.47
50161.564780 -0.64
50161.565891 0.75
50161.583854 -1.67
50161.584965 0.24
50161.654595 -0.20
50161.655706 -0.14
50161.723114 -3.36
50162.447743 0.00
50162.447743 0.72
50162.448854 0.76
50162.448854 1.63
50162.515336 -2.43
50162.515336 2.63
50162.516447 0.43
50162.516447 2.10
50162.642188 2.01
50162.643298 0.19
50162.643298 1.92
50162.846447 -2.14
50162.846447 0.70
50162.847558 1.51
50163.050706 0.65
50163.050706 -0.58
50163.051817 0.52
50163.051817 -0.39
50163.177558 0.57
50163.178669 0.38
50163.178669 0.85
50163.179780 0.73
50163.246261 -0.44
50163.246261 -1.32
50163.247373 -2.55
50163.247373 0.28
50163.314965 -0.83
50163.317187 -1.96
50163.381817 0.39
50163.382928 1.03
50163.382928 0.98
50163.449225 -0.25
50163.449225 -0.91
50163.450336 -0.51
50163.450336 0.91
50163.515891 1.21
50163.515891 0.05
50163.517002 -1.45
50163.517002 1.38
50163.581632 1.63
50163.581632 -1.97
50163.582743 0.38
50163.582743 0.95
50163.641447 2.82
50163.642558 0.12
50163.642558 1.77
50164.039039 -0.05
50164.040151 0.91
50164.040151 0.38
50164.248113 2.64
50164.316447 -0.29
50164.316447 -3.02
50164.317558 -0.08
50164.317558 -0.31
50164.385150 0.89
50164.385150 1.69
50164.572928 0.29
50164.574040 -0.78
50164.574040 -1.76
50165.309040 -0.25
50165.377743 -3.65
50165.378854 5.93
50165.445521 1.84
50165.512928 8.52
50165.574040 -3.10
50165.849039 -1.39
50165.850151 4.86
50165.901076 1.23
50165.902188 -1.73
50166.125521 1.67
50166.309780 1.72
50166.765891 -1.15
50166.768114 -1.11
50166.769224 -1.00
50167.499780 1.97
50167.500891 -4.39
50167.502002 -1.98
50167.503114 0.49
50167.708484 2.51
50167.709595 1.17
50167.709595 2.10
50167.710706 2.84
50168.315335 1.86
50168.315335 0.10
50168.502002 3.70
50168.503114 4.29
50168.505335 -3.13
50168.506447 0.44
50168.572558 2.50
50168.643114 -0.60
50168.712928 6.29
50168.775706 -8.71
50168.776817 2.11
50168.779040 1.46
50168.780150 0.96
50168.907558 3.70
50168.908669 4.59
50168.970706 -1.48
50168.971817 1.70
50168.972928 2.43
50169.048114 2.55
50169.179780 1.69
50169.446632 0.24
50169.926817 2.42
50169.989410 0.31
50169.990521 0.10
50169.992743 0.55
50170.053854 -4.40
50170.054965 -0.57
50170.057188 -1.46
50170.058299 1.32
50170.120706 0.82
50170.121817 2.17
50170.124039 -1.11
50170.125150 0.45
50170.187558 2.17
50170.188669 -1.75
50170.190891 3.38
50170.192002 -1.18
50170.254039 -1.34
50170.255151 3.11
50170.257373 4.63
50170.258484 6.60
50170.320706 1.65
50170.321817 -0.15
50170.324040 1.33
50170.325151 1.52
50170.387373 -1.43
50170.388484 1.50
50170.390706 -6.03
50170.391817 4.36
50170.455335 1.02
50170.456447 2.22
50170.458669 3.29
50170.459780 5.99
50170.503484 3.54
50170.504595 1.53
50170.918854 5.53
50170.919965 -0.77
50172.053114 1.52
50172.054224 -3.60
50172.055336 1.94
50172.118299 1.74
50172.119410 2.38
50172.120521 -1.94
50172.121632 -0.95
50172.185706 1.47
50172.186817 -2.64
50172.186817 1.44
50172.187928 0.69
50172.252558 0.49
50172.253669 0.74
50172.254780 1.25
50172.319224 -1.43
50172.320336 2.11
50172.321447 0.83
50172.385891 0.83
50172.387002 1.08
50172.388113 1.48
50172.494410 -1.20
50172.495521 0.27
50172.495521 -0.07
50172.993484 -0.18
50172.994595 -4.12
50173.060151 2.06
50173.061261 -2.09
50173.119780 0.68
50173.120891 0.61
50173.123113 4.04
50173.124225 0.48
50173.185335 -2.88
50173.186447 2.30
50173.188669 -1.25
50173.252002 0.55
50173.253114 0.51
50173.255335 4.04
50173.575891 3.01
50173.861447 0.37
50173.922743 1.65
50173.924965 13.90
50173.926076 -1.85
50173.927187 -1.65
50173.990521 3.47
50173.992743 6.22
50173.993854 2.98
50173.994965 -2.75
50174.055891 2.52
50174.057002 -5.71
50174.058113 10.64
50174.059225 2.64
50174.060335 -1.32
50174.121447 0.72
50174.122558 3.22
50174.123669 14.32
50174.124780 0.16
50174.125891 -0.31
50174.186817 2.54
50174.187928 -1.54
50174.190150 2.27
50174.191262 3.46
50174.253484 0.80
50174.254595 2.24
50174.256817 -0.41
50174.257928 1.99
50174.310151 1.49
50174.310151 0.96
50174.311261 -0.27
50174.311261 0.66
50174.378114 0.72
50174.378114 0.46
50174.379225 0.53
50174.379225 -0.88
50174.446262 1.98
50174.446262 0.01
50174.447373 -0.78
50174.573298 -0.75
50174.574410 2.06
50174.575521 0.44
50174.641077 1.46
50174.642188 -1.73
50174.643298 -0.60
50174.707743 3.61
50174.708854 6.36
50174.709965 -5.30
50174.774410 0.79
50174.775521 -1.90
50174.776632 1.01
50174.777743 1.21
50174.778854 -0.29
50174.841077 -0.06
50174.842187 -4.70
50174.843298 1.11
50174.844410 -1.58
50174.845521 -2.51
50174.907373 2.86
50174.908484 0.71
50174.909595 -0.07
50174.910706 -0.55
50174.911817 2.28
50174.992002 -2.78
50174.993114 0.22
50174.994224 13.55
50174.995336 2.52
50175.056632 1.38
50175.057743 -3.56
50175.058854 24.43
50175.059965 1.34
50175.061077 0.53
50175.122558 3.22
50175.124780 35.47
50175.125891 -1.85
50175.127002 1.26
50175.187187 -0.87
50175.188298 0.57
50175.191632 1.29
50175.192743 -6.83
50175.253854 2.04
50175.254965 2.90
50175.258299 2.26
50175.291447 2.21
50175.321632 1.93
50175.324965 0.23
50175.326077 0.76
50175.386632 -1.00
50175.387743 0.99
50175.388854 4.16
50175.389965 -1.28
50175.391077 -2.46
50175.454780 3.23
50175.455891 -1.51
50175.457002 9.22
50175.458114 2.04
50175.459224 -2.31
50175.524040 2.44
50175.525151 -3.54
50175.526261 7.20
50175.528484 2.97
50175.575891 -0.10
50175.642743 -0.57
50175.709224 -1.20
50175.776076 -4.41
50175.777188 0.03
50175.778299 -0.61
50175.779410 2.08
50175.780521 1.19
50175.781632 -5.69
50175.842558 0.58
50175.843669 0.43
50175.844780 1.48
50175.845891 1.82
50175.847002 3.01
50175.848114 3.80
50175.910335 -1.39
50175.912558 1.17
50175.913669 2.75
50175.914780 3.21
50175.977002 -1.52
50175.979224 0.63
50175.980336 4.16
50175.981447 -0.11
50176.059965 -0.72
50176.061077 -1.87
50176.062187 2.82
50176.124225 3.47
50176.127558 -4.68
50176.128669 3.18
50176.191076 2.82
50176.257558 3.45
50176.260891 -3.28
50176.262002 1.32
50176.292188 -4.38
50176.293299 0.69
50176.322373 2.34
50176.323484 -1.47
50176.326817 0.18
50176.327928 -2.83
50176.386817 4.56
50176.387928 1.56
50176.389040 2.91
50176.390150 -4.14
50176.391262 0.20
50176.392373 -1.26
50176.455521 0.69
50176.458854 3.95
50176.459965 2.10
50176.524780 3.51
50176.525891 0.04
50176.529225 3.23
50176.853114 0.78
50176.854224 -1.37
50176.919595 0.49
50176.920706 -0.21
50176.987187 1.32
50176.988299 0.27
50177.053854 0.32
50177.054965 0.42
50177.122188 1.50
50177.853114 -3.21
50178.053114 1.45
50178.054224 -0.24
50178.120336 2.34
50178.121447 -3.40
50178.187002 1.99
50178.188114 1.59
50178.253669 1.14
50178.254780 -2.06
50178.313298 -1.18
50178.314410 -3.83
50178.315521 -0.02
50178.316632 -1.28
50178.317743 -4.34
50178.782743 -1.96
50178.783854 -1.92
50178.848114 -0.28
50178.849225 -0.26
50178.850335 1.94
50178.851447 6.95
50178.852558 2.25
50178.922743 0.57
50178.923854 0.80
50178.923854 0.71
50178.924965 1.08
50178.965706 0.58
50178.966817 1.80
50178.966817 -0.04
50178.967928 1.34
50179.047743 1.79
50179.049965 4.44
50179.051076 -2.62
50179.114039 3.38
50179.116261 0.42
50179.117373 2.93
50179.118484 -1.33
50179.119595 1.74
50179.180706 -1.07
50179.181817 -4.37
50179.182928 -0.49
50179.184040 -0.00
50179.185151 0.79
50179.387743 1.35
50179.388854 -2.77
50179.389965 0.24
50179.391077 0.85
50179.392188 -0.11
50179.393298 -1.22
50179.457187 -0.54
50179.458299 0.99
50179.526817 5.13
50179.642188 -0.52
50179.712002 1.14
50179.846447 -2.39
50179.847558 3.77
50179.848669 -0.88
50179.849780 -1.92
50179.852002 -0.38
50179.914410 -3.64
50179.916632 1.03
50179.917743 -2.51
50179.918854 -2.26
50179.919965 -1.22
50179.982373 -3.01
50179.983484 -0.56
50179.984595 0.02
50179.985706 2.42
50179.987928 -1.76
50180.049965 2.91
50180.052187 3.65
50180.053299 0.96
50180.054410 -2.25
50180.055521 0.18
50180.116632 -0.61
50180.118854 0.28
50180.119965 -0.77
50180.121076 -0.00
50180.122188 7.96
50180.258484 -1.08
50180.259595 -1.69
50180.260706 8.45
50180.261817 1.50
50180.262928 3.29
50180.366632 1.82
50180.378484 -0.94
50180.379595 2.34
50180.380706 5.49
50180.453298 -1.28
50180.454410 3.58
50180.455521 1.60
50180.456632 1.67
50180.457743 2.87
50180.458854 -2.82
50180.505335 2.40
50180.506447 -0.07
50180.708854 0.84
50180.711076 -5.26
50180.712188 2.35
50180.722743 0.98
50180.723854 2.84
50180.775336 -0.80
50180.778669 3.07
50180.842373 1.15
50180.843484 1.04
50180.845706 2.84
50180.846817 -0.48
50180.911447 -0.22
50180.912558 -0.58
50180.914780 -0.01
50180.915891 -0.78
50181.110150 -0.12
50181.111262 -1.15
50181.185891 1.66
50181.187002 0.81
50181.187002 1.38
50181.252373 1.50
50181.253484 1.91
50181.253484 1.13
50181.254595 -0.61
50181.319410 1.69
50181.320521 2.88
50181.320521 2.28
50181.321632 2.53
50181.389225 4.56
50181.390336 2.50
50181.390336 4.13
50181.391447 2.54
50181.434780 5.64
50181.435891 2.93
50181.435891 3.25
50181.437002 3.48
50181.450706 3.68
50181.711447 1.84
50181.712558 2.25
50181.713669 2.62
50181.714780 3.34
50181.726632 2.03
50181.727743 4.81
50181.731077 0.37
50181.766077 -2.13
50181.767188 -0.41
50184.044965 9.11
50184.046077 6.79
50184.048298 6.89
50184.049410 10.76
50184.109410 8.11
50184.110521 2.03
50184.110521 8.57
50184.111632 6.93
50184.183669 6.50
50184.183669 4.48
50184.184780 8.03
50184.184780 7.17
50184.248484 7.31
50184.248484 5.42
50184.249595 5.62
50184.249595 7.19
50184.317187 4.93
50184.318299 6.57
50184.318299 7.95
50184.573669 6.91
50184.573669 6.84
50184.574780 6.16
50184.574780 7.97
50184.640336 5.09
50184.640336 6.76
50184.641447 7.01
50184.641447 6.77
50184.707373 6.28
50184.708484 8.59
50184.708484 8.20
50184.709595 5.98
50184.778854 9.04
50184.779965 8.10
50184.782188 6.62
50184.783298 3.67
50184.845521 7.32
50184.846632 9.31
50184.847743 7.58
50184.848854 6.88
50184.911817 -1.30
50184.912928 2.48
50184.915151 1.77
50184.916261 1.92
50185.046632 1.36
50185.047743 0.46
50185.049965 1.39
50185.051076 -1.16
50185.113854 2.63
50185.114965 7.48
50185.116076 2.78
50185.117188 0.27
50185.181447 -2.10
50185.182558 -1.76
50185.247002 4.99
50185.248113 -0.96
50185.300706 -3.06
50185.784780 3.37
50185.785891 3.90
50185.785891 6.96
50185.787002 6.09
50185.831262 9.46
50185.832373 3.08
50185.909780 7.18
50185.910891 3.60
50185.910891 5.72
50185.912002 6.20
50185.976632 5.05
50185.977743 1.48
50185.977743 6.55
50185.978854 6.07
50186.058113 2.90
50186.059225 5.86
50186.061447 5.85
50186.062558 6.39
50186.126632 3.79
50186.127743 6.39
50186.129965 1.23
50186.182743 2.22
50186.183854 2.97
50186.183854 3.97
50186.184965 1.23
50186.249965 3.89
50186.249965 4.72
50186.318484 4.13
50186.319595 4.51
50186.320706 4.53
50186.321817 4.43
50186.387743 5.96
50186.388854 3.90
50186.388854 4.60
50186.504595 3.36
50186.568854 1.60
50186.590891 2.80
50186.647558 -1.94
50186.648669 3.76
50186.703298 1.69
50186.705521 1.82
50186.706632 -3.98
50186.707743 -1.36
50186.772187 7.54
50186.773299 3.87
50186.798669 4.97
50186.799780 3.67
50186.842743 0.57
50186.843854 -1.04
50186.844965 -1.32
50186.846077 0.32
50186.909224 0.06
50186.910335 -1.36
50186.911447 -0.28
50186.912558 1.67
50186.980336 -0.24
50186.981447 1.03
50187.059225 -1.98
50187.060335 1.66
50187.061447 -1.30
50187.062558 2.91
50187.126077 5.89
50187.127187 6.22
50187.128298 5.38
50187.129410 5.41
50187.179965 3.93
50187.182188 4.63
50187.183299 4.83
50187.184410 8.22
50187.246076 6.79
50187.248298 3.79
50187.249410 5.36
50187.250521 -0.77
50187.320336 5.46
50187.321447 3.33
50187.387373 2.94
50187.388484 3.04
50187.504965 -0.10
50187.514595 -0.17
50187.581262 2.98
50187.582373 5.33
50187.583484 7.32
50187.642558 2.65
50187.643669 4.38
50187.644780 2.41
50187.731261 4.42
50187.732373 4.31
50187.733484 0.89
50187.772373 2.02
50187.773484 5.40
50187.774595 3.14
50187.775706 0.97
50187.839780 5.15
50187.840891 2.34
50187.840891 4.23
50187.842002 2.28
50187.925150 3.80
50187.926262 -3.51
50187.926262 6.13
50187.927373 3.84
50187.976076 4.98
50187.977188 2.96
50187.978299 3.70
50187.979410 4.58
50188.191632 2.08
50188.192743 1.60
50188.193854 3.02
50188.975521 2.68
50188.975521 3.85
50188.976632 4.92
50188.976632 4.36
50189.029225 3.67
50189.124039 3.32
50189.124039 5.64
50189.125150 5.47
50189.125150 0.97
50189.184410 2.42
50189.185521 3.20
50189.185521 4.93
50189.186632 0.23
50189.255335 3.66
50189.256447 3.80
50189.524410 4.92
50189.525521 2.77
50189.581262 0.97
50189.582373 2.91
50189.584595 1.33
50189.586817 4.49
50189.640150 3.00
50189.641262 4.73
50189.642373 3.82
50189.643484 0.84
50189.707558 3.18
50189.708669 -1.94
50189.709780 5.16
50189.772743 -1.00
50189.773854 0.76
50189.774965 2.19
50189.776076 0.86
50189.801447 10.02
50189.844780 0.83
50189.845891 1.61
50189.845891 0.36
50189.847002 -0.20
50189.928114 1.14
50189.929224 0.68
50189.929224 1.30
50189.975891 -1.95
50189.977002 4.44
50189.978114 -1.54
50189.979224 1.40
50189.981447 -0.87
50190.113669 5.91
50190.114780 1.92
50190.115891 3.10
50190.117002 0.57
50190.119224 7.67
50190.120336 -4.53
50190.178484 5.83
50190.179595 5.37
50190.181817 -0.90
50190.184040 6.36
50190.253669 -1.34
50190.319780 0.75
50190.446632 -9.17
50190.517188 0.80
50190.518298 1.93
50190.522558 -5.84
50190.523669 3.35
50190.524780 0.85
50190.636817 2.00
50190.637928 1.05
50190.639040 1.81
50190.640150 0.54
50190.722928 1.46
50190.724039 3.78
50190.725151 2.38
50190.726261 2.46
50190.842002 1.87
50190.843113 2.29
50190.844225 1.89
50190.845335 1.23
50190.906447 1.73
50190.907558 1.71
50190.908669 0.46
50190.909780 1.56
50190.975335 -0.29
50190.976447 3.78
50190.978669 1.69
50190.980891 2.87
50191.045891 -0.01
50191.047002 2.17
50191.048114 -0.07
50191.049224 -0.92
50191.050335 6.82
50191.051447 8.26
50191.107743 -1.34
50191.108854 1.98
50191.109965 -0.47
50191.111077 2.71
50191.173669 -3.29
50191.174780 1.41
50191.175891 2.84
50191.177002 -1.29
50191.455891 1.16
50191.525706 1.36
50191.526817 -0.01
50191.644965 -4.89
50191.646077 7.62
50191.648299 1.82
50191.649410 -6.21
50191.650521 4.45
50191.651632 2.16
50191.707743 -2.00
50191.709965 1.67
50191.711076 -2.76
50191.841261 -0.45
50191.841261 0.81
50191.842373 1.25
50191.842373 0.42
50191.907928 1.04
50191.907928 -0.43
50191.909039 0.50
50191.975151 -0.85
50191.975151 -0.66
50191.976261 0.08
50191.976261 0.65
50192.109225 -0.26
50192.110336 -1.29
50192.111447 -0.29
50192.174410 -0.70
50192.175521 -0.33
50192.176632 -0.52
50192.177743 2.04
50192.191632 0.56
50192.438669 -6.31
50192.528113 2.18
50192.636817 -0.89
50192.637928 -0.78
50192.639040 1.06
50192.640150 0.31
50192.790521 -0.06
50192.791632 -0.68
50192.792743 1.99
50192.793854 2.92
50193.110891 -0.68
50193.112002 -2.75
50193.113114 -0.17
50193.114225 0.27
50193.174965 1.64
50193.176076 1.76
50193.177187 0.68
50193.178299 3.25
50193.454595 0.68
50193.455706 -0.20
50193.456817 0.80
50193.457928 0.95
50193.528854 1.27
50193.569224 -0.08
50193.570336 1.16
50193.571447 0.13
50193.572558 2.56
50193.595521 -2.64
50193.596632 1.02
50193.597743 -2.85
50193.655335 1.07
50193.656447 -0.59
50193.657558 -0.37
50193.658669 -1.38
50193.777002 0.21
50193.778113 0.60
50193.779225 -0.89
50193.856447 -0.06
50193.857558 1.45
50193.858669 0.37
50193.859780 -0.19
50193.918113 -0.39
50193.918113 0.49
50193.919225 0.18
50193.919225 0.19
50194.111632 0.91
50194.112743 -1.42
50194.113854 0.98
50194.114965 -0.93
50194.248298 -0.53
50194.249410 -0.70
50194.705891 0.91
50194.707002 0.60
50194.708114 -0.50
50194.709224 -3.66
50194.778669 -0.69
50194.779780 1.85
50194.780891 0.24
50194.782002 0.32
50194.839224 0.72
50194.840336 0.08
50194.840336 -3.03
50194.841447 1.05
50194.974410 0.07
50194.975521 -0.03
50194.976632 2.16
50194.977743 -0.54
50195.042928 -1.86
50195.044040 1.18
50195.045150 -0.67
50195.046261 -0.06
50195.111077 -2.32
50195.112187 0.09
50195.113299 0.92
50195.114410 -0.72
50195.364595 0.16
50195.365706 -0.44
50195.366817 0.43
50195.367928 -1.62
50195.376447 -5.68
50195.445521 -1.38
50195.498854 1.66
50195.499965 -0.49
50195.501077 -0.42
50195.502187 -0.09
50195.503298 -1.95
50195.530521 2.25
50195.565335 5.12
50195.566447 -0.58
50195.567558 0.37
50195.568669 -3.46
50195.592743 -0.09
50195.593854 1.33
50195.593854 0.50
50195.594965 1.54
50195.655891 0.47
50195.657002 -0.91
50195.658114 -1.78
50195.663669 0.13
50195.664780 0.23
50195.857002 -2.06
50195.858113 0.91
50195.858113 0.94
50195.906817 -1.48
50195.906817 -0.50
50195.907928 2.17
50195.907928 -0.86
50196.110706 2.43
50196.111817 -0.06
50196.178484 1.13
50196.179595 -0.09
50196.180706 0.47
50196.181817 0.09
50196.182928 -0.32
50196.456632 1.72
50196.457743 2.65
50196.458854 -4.16
50196.635336 -0.83
50196.636447 -0.71
50196.637558 0.05
50196.638669 -0.55
50196.767188 -1.05
50196.838484 1.19
50196.839595 1.02
50196.840706 -0.29
50196.908669 0.10
50196.909780 1.09
50196.910891 -0.29
50196.979040 2.18
50196.980150 1.82
50196.981261 0.09
50196.982373 0.23
50197.039410 2.09
50197.040521 2.61
50197.041632 3.66
50197.042743 -2.97
50197.043854 -6.36
50197.044965 -0.49
50197.317373 -0.38
50197.369965 1.13
50197.371076 -1.38
50197.436817 -1.28
50197.437928 0.15
50197.504225 2.71
50197.505335 -0.71
50197.590521 -0.06
50197.590521 0.44
50197.591632 0.22
50197.591632 0.78
50197.656447 -0.64
50197.656447 -0.76
50197.657558 0.65
50197.657558 -1.21
50197.723299 0.96
50197.723299 -0.67
50197.724410 -0.05
50197.724410 1.29
50197.789965 3.60
50197.789965 0.31
50197.791076 -0.14
50197.791076 1.33
50197.857188 2.02
50197.857188 -1.31
50197.907002 0.86
50197.907002 1.12
50197.908114 1.60
50197.908114 1.61
50198.432373 -0.32
50198.433484 -0.92
50198.499780 -1.10
50198.500891 -0.92
50198.595150 -4.14
50198.596262 0.51
50198.597373 -5.04
50198.920706 -2.82
50198.921817 0.24
50199.054224 0.72
50199.317002 0.58
50199.318114 1.01
50199.319224 1.15
50199.384410 0.12
50199.385521 0.44
50199.453669 -0.20
50199.454780 -1.68
50199.455891 0.32
50199.530335 1.78
50199.531447 -0.42
50199.590891 1.60
50199.592002 0.37
